metodo,ruta,summary,description,summary_generico,description_generica,es_generica
POST,/api/transactions/bulk-ingestion/{batchId}/retry,Registro de ciclos y lotes ACH: registra una solicitud de retry dentro de ciclos y lotes ACH para la ruta /api/transactions/bulk-ingestion/{batchId}/retry,"Qué hace: registra una solicitud de retry dentro de ciclos y lotes ACH para la ruta /api/transactions/bulk-ingestion/{batchId}/retry. Cuándo se usa: se utiliza durante ventanas operativas controladas cuando se requiere aplicar cambios en ciclos y lotes ACH (/api/transactions/bulk-ingestion/{batchId}/retry). Perfil consumidor: operación ACH, soporte de incidentes y monitoreo de procesamiento. Permiso requerido: CanManageAch. Tipo de operación: POST. Naturaleza: modifica información. Genera auditoría: sí, explícita por cambio de estado o acción operativa. Códigos de respuesta deducibles: 200, 400, 404. Riesgo operativo: medio/alto; un cambio incorrecto puede afectar conciliación ACH, trazabilidad CENIT o integridad NACHA-M. Relación ACH/CENIT/NACHA-M: impacta la preparación y cierre de ciclos ACH con efectos en conciliación CENIT. Precauciones para desarrollo u operación: aplicar segregación de funciones, bitácora de cambio y verificación de impacto antes de confirmar la acción en /api/transactions/bulk-ingestion/{batchId}/retry.",no,no,no
GET,/api/transactions/bulk-ingestion/{batchId}/summary,Consulta de ciclos y lotes ACH: consulta get batch summary dentro de ciclos y lotes ACH para la ruta /api/transactions/bulk-ingestion/{batchId}/summary,"Qué hace: consulta get batch summary dentro de ciclos y lotes ACH para la ruta /api/transactions/bulk-ingestion/{batchId}/summary. Cuándo se usa: se utiliza en monitoreo operativo, conciliación y soporte cuando se requiere visibilidad puntual en ciclos y lotes ACH (/api/transactions/bulk-ingestion/{batchId}/summary). Perfil consumidor: operación ACH, soporte de incidentes y monitoreo de procesamiento. Permiso requerido: CanManageAch. Tipo de operación: GET. Naturaleza: solo consulta. Genera auditoría: sí, por trazas de acceso y correlación operativa. Códigos de respuesta deducibles: 200, 404. Riesgo operativo: medio; consultas con filtros incorrectos pueden producir diagnósticos operativos erróneos. Relación ACH/CENIT/NACHA-M: impacta la preparación y cierre de ciclos ACH con efectos en conciliación CENIT. Precauciones para desarrollo u operación: validar filtros, rangos de fecha y correlación de identificadores antes de usar resultados de /api/transactions/bulk-ingestion/{batchId}/summary en decisiones operativas.",no,no,no
GET,/api/users/branding,Consulta de branding: consulta get branding dentro de branding para la ruta /api/users/branding,"Qué hace: consulta get branding dentro de branding para la ruta /api/users/branding. Cuándo se usa: se utiliza en monitoreo operativo, conciliación y soporte cuando se requiere visibilidad puntual en branding (/api/users/branding). Perfil consumidor: equipos funcionales y técnicos responsables de branding. Permiso requerido: acceso anónimo. Tipo de operación: GET. Naturaleza: solo consulta. Genera auditoría: sí, por trazas de acceso y correlación operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio; consultas con filtros incorrectos pueden producir diagnósticos operativos erróneos. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio branding dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: validar filtros, rangos de fecha y correlación de identificadores antes de usar resultados de /api/users/branding en decisiones operativas.",no,no,no
PUT,/api/users/branding,Actualización de branding: actualiza información de save branding dentro de branding para la ruta /api/users/branding,"Qué hace: actualiza información de save branding dentro de branding para la ruta /api/users/branding. Cuándo se usa: se utiliza durante ventanas operativas controladas cuando se requiere aplicar cambios en branding (/api/users/branding). Perfil consumidor: equipos funcionales y técnicos responsables de branding. Permiso requerido: acceso anónimo. Tipo de operación: PUT. Naturaleza: modifica información. Genera auditoría: sí, explícita por cambio de estado o acción operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio/alto; un cambio incorrecto puede afectar conciliación ACH, trazabilidad CENIT o integridad NACHA-M. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio branding dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: aplicar segregación de funciones, bitácora de cambio y verificación de impacto antes de confirmar la acción en /api/users/branding.",no,no,no
GET,/api/users/login-lockout,Consulta de login lockout settings: consulta get dentro de login lockout settings para la ruta /api/users/login-lockout,"Qué hace: consulta get dentro de login lockout settings para la ruta /api/users/login-lockout. Cuándo se usa: se utiliza en monitoreo operativo, conciliación y soporte cuando se requiere visibilidad puntual en login lockout settings (/api/users/login-lockout). Perfil consumidor: equipos funcionales y técnicos responsables de login lockout settings. Permiso requerido: requiere token válido con autorización. Tipo de operación: GET. Naturaleza: solo consulta. Genera auditoría: sí, por trazas de acceso y correlación operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio; consultas con filtros incorrectos pueden producir diagnósticos operativos erróneos. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio login lockout settings dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: validar filtros, rangos de fecha y correlación de identificadores antes de usar resultados de /api/users/login-lockout en decisiones operativas.",no,no,no
PUT,/api/users/login-lockout,Actualización de login lockout settings: actualiza información de save dentro de login lockout settings para la ruta /api/users/login-lockout,"Qué hace: actualiza información de save dentro de login lockout settings para la ruta /api/users/login-lockout. Cuándo se usa: se utiliza durante ventanas operativas controladas cuando se requiere aplicar cambios en login lockout settings (/api/users/login-lockout). Perfil consumidor: equipos funcionales y técnicos responsables de login lockout settings. Permiso requerido: requiere token válido con autorización. Tipo de operación: PUT. Naturaleza: modifica información. Genera auditoría: sí, explícita por cambio de estado o acción operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio/alto; un cambio incorrecto puede afectar conciliación ACH, trazabilidad CENIT o integridad NACHA-M. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio login lockout settings dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: aplicar segregación de funciones, bitácora de cambio y verificación de impacto antes de confirmar la acción en /api/users/login-lockout.",no,no,no
GET,/api/users/password-rules,Consulta de password rules: consulta get rules dentro de password rules para la ruta /api/users/password-rules,"Qué hace: consulta get rules dentro de password rules para la ruta /api/users/password-rules. Cuándo se usa: se utiliza en monitoreo operativo, conciliación y soporte cuando se requiere visibilidad puntual en password rules (/api/users/password-rules). Perfil consumidor: equipos funcionales y técnicos responsables de password rules. Permiso requerido: requiere token válido con autorización. Tipo de operación: GET. Naturaleza: solo consulta. Genera auditoría: sí, por trazas de acceso y correlación operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: alto; requiere segregación de funciones, revisión de autorizaciones y manejo seguro de evidencia. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio password rules dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: validar filtros, rangos de fecha y correlación de identificadores antes de usar resultados de /api/users/password-rules en decisiones operativas.",no,no,no
PUT,/api/users/password-rules,Actualización de password rules: actualiza información de save rules dentro de password rules para la ruta /api/users/password-rules,"Qué hace: actualiza información de save rules dentro de password rules para la ruta /api/users/password-rules. Cuándo se usa: se utiliza durante ventanas operativas controladas cuando se requiere aplicar cambios en password rules (/api/users/password-rules). Perfil consumidor: equipos funcionales y técnicos responsables de password rules. Permiso requerido: requiere token válido con autorización. Tipo de operación: PUT. Naturaleza: modifica información. Genera auditoría: sí, explícita por cambio de estado o acción operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: alto; requiere segregación de funciones, revisión de autorizaciones y manejo seguro de evidencia. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio password rules dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: aplicar segregación de funciones, bitácora de cambio y verificación de impacto antes de confirmar la acción en /api/users/password-rules.",no,no,no
GET,/api/users/soap-integrations,Consulta de soap integration settings: consulta get dentro de soap integration settings para la ruta /api/users/soap-integrations,"Qué hace: consulta get dentro de soap integration settings para la ruta /api/users/soap-integrations. Cuándo se usa: se utiliza en monitoreo operativo, conciliación y soporte cuando se requiere visibilidad puntual en soap integration settings (/api/users/soap-integrations). Perfil consumidor: equipos funcionales y técnicos responsables de soap integration settings. Permiso requerido: requiere token válido con autorización. Tipo de operación: GET. Naturaleza: solo consulta. Genera auditoría: sí, por trazas de acceso y correlación operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio; consultas con filtros incorrectos pueden producir diagnósticos operativos erróneos. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio soap integration settings dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: validar filtros, rangos de fecha y correlación de identificadores antes de usar resultados de /api/users/soap-integrations en decisiones operativas.",no,no,no
PUT,/api/users/soap-integrations,Actualización de soap integration settings: actualiza información de save dentro de soap integration settings para la ruta /api/users/soap-integrations,"Qué hace: actualiza información de save dentro de soap integration settings para la ruta /api/users/soap-integrations. Cuándo se usa: se utiliza durante ventanas operativas controladas cuando se requiere aplicar cambios en soap integration settings (/api/users/soap-integrations). Perfil consumidor: equipos funcionales y técnicos responsables de soap integration settings. Permiso requerido: requiere token válido con autorización. Tipo de operación: PUT. Naturaleza: modifica información. Genera auditoría: sí, explícita por cambio de estado o acción operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio/alto; un cambio incorrecto puede afectar conciliación ACH, trazabilidad CENIT o integridad NACHA-M. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio soap integration settings dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: aplicar segregación de funciones, bitácora de cambio y verificación de impacto antes de confirmar la acción en /api/users/soap-integrations.",no,no,no
GET,/bank-holidays,Consulta de bank holidays: consulta get all dentro de bank holidays para la ruta /bank-holidays,"Qué hace: consulta get all dentro de bank holidays para la ruta /bank-holidays. Cuándo se usa: se utiliza en monitoreo operativo, conciliación y soporte cuando se requiere visibilidad puntual en bank holidays (/bank-holidays). Perfil consumidor: equipos funcionales y técnicos responsables de bank holidays. Permiso requerido: CanManageAch. Tipo de operación: GET. Naturaleza: solo consulta. Genera auditoría: sí, por trazas de acceso y correlación operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio; consultas con filtros incorrectos pueden producir diagnósticos operativos erróneos. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio bank holidays dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: validar filtros, rangos de fecha y correlación de identificadores antes de usar resultados de /bank-holidays en decisiones operativas.",no,no,no
POST,/bank-holidays,Registro de bank holidays: registra una solicitud de create dentro de bank holidays para la ruta /bank-holidays,"Qué hace: registra una solicitud de create dentro de bank holidays para la ruta /bank-holidays. Cuándo se usa: se utiliza durante ventanas operativas controladas cuando se requiere aplicar cambios en bank holidays (/bank-holidays). Perfil consumidor: equipos funcionales y técnicos responsables de bank holidays. Permiso requerido: CanManageAch. Tipo de operación: POST. Naturaleza: modifica información. Genera auditoría: sí, explícita por cambio de estado o acción operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio/alto; un cambio incorrecto puede afectar conciliación ACH, trazabilidad CENIT o integridad NACHA-M. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio bank holidays dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: aplicar segregación de funciones, bitácora de cambio y verificación de impacto antes de confirmar la acción en /bank-holidays.",no,no,no
DELETE,/bank-holidays/{id},Eliminación de bank holidays: elimina recursos asociados a delete dentro de bank holidays para la ruta /bank-holidays/{id},"Qué hace: elimina recursos asociados a delete dentro de bank holidays para la ruta /bank-holidays/{id}. Cuándo se usa: se utiliza durante ventanas operativas controladas cuando se requiere aplicar cambios en bank holidays (/bank-holidays/{id}). Perfil consumidor: equipos funcionales y técnicos responsables de bank holidays. Permiso requerido: CanManageAch. Tipo de operación: DELETE. Naturaleza: modifica información. Genera auditoría: sí, explícita por cambio de estado o acción operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio/alto; un cambio incorrecto puede afectar conciliación ACH, trazabilidad CENIT o integridad NACHA-M. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio bank holidays dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: aplicar segregación de funciones, bitácora de cambio y verificación de impacto antes de confirmar la acción en /bank-holidays/{id}.",no,no,no
PUT,/bank-holidays/{id},Actualización de bank holidays: actualiza información de update dentro de bank holidays para la ruta /bank-holidays/{id},"Qué hace: actualiza información de update dentro de bank holidays para la ruta /bank-holidays/{id}. Cuándo se usa: se utiliza durante ventanas operativas controladas cuando se requiere aplicar cambios en bank holidays (/bank-holidays/{id}). Perfil consumidor: equipos funcionales y técnicos responsables de bank holidays. Permiso requerido: CanManageAch. Tipo de operación: PUT. Naturaleza: modifica información. Genera auditoría: sí, explícita por cambio de estado o acción operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio/alto; un cambio incorrecto puede afectar conciliación ACH, trazabilidad CENIT o integridad NACHA-M. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio bank holidays dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: aplicar segregación de funciones, bitácora de cambio y verificación de impacto antes de confirmar la acción en /bank-holidays/{id}.",no,no,no
GET,/catalog-types/{catalogType},Consulta de catalog types: consulta get all dentro de catalog types para la ruta /catalog-types/{catalogType},"Qué hace: consulta get all dentro de catalog types para la ruta /catalog-types/{catalogType}. Cuándo se usa: se utiliza en monitoreo operativo, conciliación y soporte cuando se requiere visibilidad puntual en catalog types (/catalog-types/{catalogType}). Perfil consumidor: equipos funcionales y técnicos responsables de catalog types. Permiso requerido: CanManageAch. Tipo de operación: GET. Naturaleza: solo consulta. Genera auditoría: sí, por trazas de acceso y correlación operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio; consultas con filtros incorrectos pueden producir diagnósticos operativos erróneos. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio catalog types dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: validar filtros, rangos de fecha y correlación de identificadores antes de usar resultados de /catalog-types/{catalogType} en decisiones operativas.",no,no,no
POST,/catalog-types/{catalogType},Registro de catalog types: registra una solicitud de create dentro de catalog types para la ruta /catalog-types/{catalogType},"Qué hace: registra una solicitud de create dentro de catalog types para la ruta /catalog-types/{catalogType}. Cuándo se usa: se utiliza durante ventanas operativas controladas cuando se requiere aplicar cambios en catalog types (/catalog-types/{catalogType}). Perfil consumidor: equipos funcionales y técnicos responsables de catalog types. Permiso requerido: CanManageAch. Tipo de operación: POST. Naturaleza: modifica información. Genera auditoría: sí, explícita por cambio de estado o acción operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio/alto; un cambio incorrecto puede afectar conciliación ACH, trazabilidad CENIT o integridad NACHA-M. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio catalog types dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: aplicar segregación de funciones, bitácora de cambio y verificación de impacto antes de confirmar la acción en /catalog-types/{catalogType}.",no,no,no
DELETE,/catalog-types/{catalogType}/{code},Eliminación de catalog types: elimina recursos asociados a delete dentro de catalog types para la ruta /catalog-types/{catalogType}/{code},"Qué hace: elimina recursos asociados a delete dentro de catalog types para la ruta /catalog-types/{catalogType}/{code}. Cuándo se usa: se utiliza durante ventanas operativas controladas cuando se requiere aplicar cambios en catalog types (/catalog-types/{catalogType}/{code}). Perfil consumidor: equipos funcionales y técnicos responsables de catalog types. Permiso requerido: CanManageAch. Tipo de operación: DELETE. Naturaleza: modifica información. Genera auditoría: sí, explícita por cambio de estado o acción operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio/alto; un cambio incorrecto puede afectar conciliación ACH, trazabilidad CENIT o integridad NACHA-M. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio catalog types dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: aplicar segregación de funciones, bitácora de cambio y verificación de impacto antes de confirmar la acción en /catalog-types/{catalogType}/{code}.",no,no,no
PUT,/catalog-types/{catalogType}/{code},Actualización de catalog types: actualiza información de update dentro de catalog types para la ruta /catalog-types/{catalogType}/{code},"Qué hace: actualiza información de update dentro de catalog types para la ruta /catalog-types/{catalogType}/{code}. Cuándo se usa: se utiliza durante ventanas operativas controladas cuando se requiere aplicar cambios en catalog types (/catalog-types/{catalogType}/{code}). Perfil consumidor: equipos funcionales y técnicos responsables de catalog types. Permiso requerido: CanManageAch. Tipo de operación: PUT. Naturaleza: modifica información. Genera auditoría: sí, explícita por cambio de estado o acción operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio/alto; un cambio incorrecto puede afectar conciliación ACH, trazabilidad CENIT o integridad NACHA-M. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio catalog types dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: aplicar segregación de funciones, bitácora de cambio y verificación de impacto antes de confirmar la acción en /catalog-types/{catalogType}/{code}.",no,no,no
GET,/clearing-house-cycle-configs,Consulta de ciclos y lotes ACH: consulta get by clearing house dentro de ciclos y lotes ACH para la ruta /clearing-house-cycle-configs,"Qué hace: consulta get by clearing house dentro de ciclos y lotes ACH para la ruta /clearing-house-cycle-configs. Cuándo se usa: se utiliza en monitoreo operativo, conciliación y soporte cuando se requiere visibilidad puntual en ciclos y lotes ACH (/clearing-house-cycle-configs). Perfil consumidor: equipos funcionales y técnicos responsables de ciclos y lotes ACH. Permiso requerido: CanManageAch. Tipo de operación: GET. Naturaleza: solo consulta. Genera auditoría: sí, por trazas de acceso y correlación operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio; consultas con filtros incorrectos pueden producir diagnósticos operativos erróneos. Relación ACH/CENIT/NACHA-M: impacta la preparación y cierre de ciclos ACH con efectos en conciliación CENIT. Precauciones para desarrollo u operación: validar filtros, rangos de fecha y correlación de identificadores antes de usar resultados de /clearing-house-cycle-configs en decisiones operativas.",no,no,no
POST,/clearing-house-cycle-configs,Registro de ciclos y lotes ACH: registra una solicitud de create version dentro de ciclos y lotes ACH para la ruta /clearing-house-cycle-configs,"Qué hace: registra una solicitud de create version dentro de ciclos y lotes ACH para la ruta /clearing-house-cycle-configs. Cuándo se usa: se utiliza durante ventanas operativas controladas cuando se requiere aplicar cambios en ciclos y lotes ACH (/clearing-house-cycle-configs). Perfil consumidor: equipos funcionales y técnicos responsables de ciclos y lotes ACH. Permiso requerido: CanManageAch. Tipo de operación: POST. Naturaleza: modifica información. Genera auditoría: sí, explícita por cambio de estado o acción operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio/alto; un cambio incorrecto puede afectar conciliación ACH, trazabilidad CENIT o integridad NACHA-M. Relación ACH/CENIT/NACHA-M: impacta la preparación y cierre de ciclos ACH con efectos en conciliación CENIT. Precauciones para desarrollo u operación: aplicar segregación de funciones, bitácora de cambio y verificación de impacto antes de confirmar la acción en /clearing-house-cycle-configs.",no,no,no
GET,/clearing-house-cycle-configs/current,Consulta de ciclos y lotes ACH: consulta get current by clearing house dentro de ciclos y lotes ACH para la ruta /clearing-house-cycle-configs/current,"Qué hace: consulta get current by clearing house dentro de ciclos y lotes ACH para la ruta /clearing-house-cycle-configs/current. Cuándo se usa: se utiliza en monitoreo operativo, conciliación y soporte cuando se requiere visibilidad puntual en ciclos y lotes ACH (/clearing-house-cycle-configs/current). Perfil consumidor: equipos funcionales y técnicos responsables de ciclos y lotes ACH. Permiso requerido: CanManageAch. Tipo de operación: GET. Naturaleza: solo consulta. Genera auditoría: sí, por trazas de acceso y correlación operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio; consultas con filtros incorrectos pueden producir diagnósticos operativos erróneos. Relación ACH/CENIT/NACHA-M: impacta la preparación y cierre de ciclos ACH con efectos en conciliación CENIT. Precauciones para desarrollo u operación: validar filtros, rangos de fecha y correlación de identificadores antes de usar resultados de /clearing-house-cycle-configs/current en decisiones operativas.",no,no,no
POST,/clearing-house-cycle-configs/{id}/inactivate,Registro de ciclos y lotes ACH: registra una solicitud de inactivate dentro de ciclos y lotes ACH para la ruta /clearing-house-cycle-configs/{id}/inactivate,"Qué hace: registra una solicitud de inactivate dentro de ciclos y lotes ACH para la ruta /clearing-house-cycle-configs/{id}/inactivate. Cuándo se usa: se utiliza durante ventanas operativas controladas cuando se requiere aplicar cambios en ciclos y lotes ACH (/clearing-house-cycle-configs/{id}/inactivate). Perfil consumidor: equipos funcionales y técnicos responsables de ciclos y lotes ACH. Permiso requerido: CanManageAch. Tipo de operación: POST. Naturaleza: modifica información. Genera auditoría: sí, explícita por cambio de estado o acción operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio/alto; un cambio incorrecto puede afectar conciliación ACH, trazabilidad CENIT o integridad NACHA-M. Relación ACH/CENIT/NACHA-M: impacta la preparación y cierre de ciclos ACH con efectos en conciliación CENIT. Precauciones para desarrollo u operación: aplicar segregación de funciones, bitácora de cambio y verificación de impacto antes de confirmar la acción en /clearing-house-cycle-configs/{id}/inactivate.",no,no,no
GET,/clearing-house-special-dates,Consulta de clearing house special dates: consulta get all dentro de clearing house special dates para la ruta /clearing-house-special-dates,"Qué hace: consulta get all dentro de clearing house special dates para la ruta /clearing-house-special-dates. Cuándo se usa: se utiliza en monitoreo operativo, conciliación y soporte cuando se requiere visibilidad puntual en clearing house special dates (/clearing-house-special-dates). Perfil consumidor: equipos funcionales y técnicos responsables de clearing house special dates. Permiso requerido: CanManageAch. Tipo de operación: GET. Naturaleza: solo consulta. Genera auditoría: sí, por trazas de acceso y correlación operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio; consultas con filtros incorrectos pueden producir diagnósticos operativos erróneos. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio clearing house special dates dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: validar filtros, rangos de fecha y correlación de identificadores antes de usar resultados de /clearing-house-special-dates en decisiones operativas.",no,no,no
POST,/clearing-house-special-dates,Registro de clearing house special dates: registra una solicitud de create dentro de clearing house special dates para la ruta /clearing-house-special-dates,"Qué hace: registra una solicitud de create dentro de clearing house special dates para la ruta /clearing-house-special-dates. Cuándo se usa: se utiliza durante ventanas operativas controladas cuando se requiere aplicar cambios en clearing house special dates (/clearing-house-special-dates). Perfil consumidor: equipos funcionales y técnicos responsables de clearing house special dates. Permiso requerido: CanManageAch. Tipo de operación: POST. Naturaleza: modifica información. Genera auditoría: sí, explícita por cambio de estado o acción operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio/alto; un cambio incorrecto puede afectar conciliación ACH, trazabilidad CENIT o integridad NACHA-M. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio clearing house special dates dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: aplicar segregación de funciones, bitácora de cambio y verificación de impacto antes de confirmar la acción en /clearing-house-special-dates.",no,no,no
DELETE,/clearing-house-special-dates/{id},Eliminación de clearing house special dates: elimina recursos asociados a delete dentro de clearing house special dates para la ruta /clearing-house-special-dates/{id},"Qué hace: elimina recursos asociados a delete dentro de clearing house special dates para la ruta /clearing-house-special-dates/{id}. Cuándo se usa: se utiliza durante ventanas operativas controladas cuando se requiere aplicar cambios en clearing house special dates (/clearing-house-special-dates/{id}). Perfil consumidor: equipos funcionales y técnicos responsables de clearing house special dates. Permiso requerido: CanManageAch. Tipo de operación: DELETE. Naturaleza: modifica información. Genera auditoría: sí, explícita por cambio de estado o acción operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio/alto; un cambio incorrecto puede afectar conciliación ACH, trazabilidad CENIT o integridad NACHA-M. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio clearing house special dates dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: aplicar segregación de funciones, bitácora de cambio y verificación de impacto antes de confirmar la acción en /clearing-house-special-dates/{id}.",no,no,no
PUT,/clearing-house-special-dates/{id},Actualización de clearing house special dates: actualiza información de update dentro de clearing house special dates para la ruta /clearing-house-special-dates/{id},"Qué hace: actualiza información de update dentro de clearing house special dates para la ruta /clearing-house-special-dates/{id}. Cuándo se usa: se utiliza durante ventanas operativas controladas cuando se requiere aplicar cambios en clearing house special dates (/clearing-house-special-dates/{id}). Perfil consumidor: equipos funcionales y técnicos responsables de clearing house special dates. Permiso requerido: CanManageAch. Tipo de operación: PUT. Naturaleza: modifica información. Genera auditoría: sí, explícita por cambio de estado o acción operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio/alto; un cambio incorrecto puede afectar conciliación ACH, trazabilidad CENIT o integridad NACHA-M. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio clearing house special dates dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: aplicar segregación de funciones, bitácora de cambio y verificación de impacto antes de confirmar la acción en /clearing-house-special-dates/{id}.",no,no,no
GET,/clearing-houses,Consulta de clearing houses: consulta get dentro de clearing houses para la ruta /clearing-houses,"Qué hace: consulta get dentro de clearing houses para la ruta /clearing-houses. Cuándo se usa: se utiliza en monitoreo operativo, conciliación y soporte cuando se requiere visibilidad puntual en clearing houses (/clearing-houses). Perfil consumidor: equipos funcionales y técnicos responsables de clearing houses. Permiso requerido: CanReadAch. Tipo de operación: GET. Naturaleza: solo consulta. Genera auditoría: sí, por trazas de acceso y correlación operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio; consultas con filtros incorrectos pueden producir diagnósticos operativos erróneos. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio clearing houses dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: validar filtros, rangos de fecha y correlación de identificadores antes de usar resultados de /clearing-houses en decisiones operativas.",no,no,no
GET,/clearing-houses/{id},Consulta de clearing houses: consulta get by id dentro de clearing houses para la ruta /clearing-houses/{id},"Qué hace: consulta get by id dentro de clearing houses para la ruta /clearing-houses/{id}. Cuándo se usa: se utiliza en monitoreo operativo, conciliación y soporte cuando se requiere visibilidad puntual en clearing houses (/clearing-houses/{id}). Perfil consumidor: equipos funcionales y técnicos responsables de clearing houses. Permiso requerido: CanReadAch. Tipo de operación: GET. Naturaleza: solo consulta. Genera auditoría: sí, por trazas de acceso y correlación operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio; consultas con filtros incorrectos pueden producir diagnósticos operativos erróneos. Relación ACH/CENIT/NACHA-M: mantiene consistencia operativa del dominio clearing houses dentro del circuito ACH/CENIT/NACHA-M. Precauciones para desarrollo u operación: validar filtros, rangos de fecha y correlación de identificadores antes de usar resultados de /clearing-houses/{id} en decisiones operativas.",no,no,no
GET,/clearing-houses/{id}/cycles,Consulta de ciclos y lotes ACH: consulta get cycles for clearing house dentro de ciclos y lotes ACH para la ruta /clearing-houses/{id}/cycles,"Qué hace: consulta get cycles for clearing house dentro de ciclos y lotes ACH para la ruta /clearing-houses/{id}/cycles. Cuándo se usa: se utiliza en monitoreo operativo, conciliación y soporte cuando se requiere visibilidad puntual en ciclos y lotes ACH (/clearing-houses/{id}/cycles). Perfil consumidor: equipos funcionales y técnicos responsables de ciclos y lotes ACH. Permiso requerido: CanReadAch. Tipo de operación: GET. Naturaleza: solo consulta. Genera auditoría: sí, por trazas de acceso y correlación operativa. Códigos de respuesta deducibles: 200. Riesgo operativo: medio; consultas con filtros incorrectos pueden producir diagnósticos operativos erróneos. Relación ACH/CENIT/NACHA-M: impacta la preparación y cierre de ciclos ACH con efectos en conciliación CENIT. Precauciones para desarrollo u operación: validar filtros, rangos de fecha y correlación de identificadores antes de usar resultados de /clearing-houses/{id}/cycles en decisiones operativas.",no,no,no
